Tree file : INDELible V1.03 (best viewed cut and paste in e.g. excel)

N.B. Simulation blocks with no random trees will have their trees printed for the first replicate only.

FILE	TREE	NTAXA	REP	PART	LENGTH	DEPTH	MAX PAIRWISE DISTANCE	TREE STRING

01	01	250	1	1	15.56	0.28734	0.574681	(L1:0.28734038996686767,(L3:0.2836410395696394,(L5:0.2829395628235935,(L7:0.2739957117162236,(L9:0.2663649567847478,(L11:0.2604018256275977,(((L319:0.021103736601058465,(L375:0.012731184578317456,(L377:0.012710357242801007,L378:0.012710357242801007):0.000020827336):0.008372552022741012):0.050192275227063814,((L277:0.030220176314216307,(L299:0.025207775624470574,(L305:0.023695103370653225,(L309:0.022432593435778136,(L321:0.020432415715567642,(L323:0.020189285960719505,(L345:0.01678790734488972,(L363:0.014865734488863802,(L369:0.013937504340687468,(L455:0.004877560684792448,(L465:0.004168961007122662,(L487:0.0024372546651513782,(L495:0.0017945908269977329,L496:0.0017945908269977329):0.0006426638381536466):0.0017317063419712915):0.0007085996776697958):0.00905994365589503):0.0009282301481763599):0.0019221728560259385):0.0034013786158297783):0.00024312975484811297):0.00200017772021052):0.0012625099348750617):0.0015126722538173429):0.005012400689745748):0.03952319843730409,(L241:0.04203986960572967,(L257:0.03645177310717229,(L281:0.02932011408444346,(L313:0.022131438879997356,(L339:0.017355590157485445,(L379:0.012669479645116055,(L409:0.0094274260736808,(L425:0.008576731704052376,(L433:0.008258411953305733,L434:0.008258411953305733):0.00031831975074665566):0.0008506943696284091):0.0032420535714352784):0.004686110512369399):0.00477584872251192):0.007188675204446099):0.007131659022728817):0.005588096498557362):0.02770350514579075):0.0015526370766018645):0.18730877143434166,((L111:0.09560598932130782,(L117:0.09312354586364854,(L129:0.08646646894051338,(L133:0.08414810438693723,(L193:0.05717738827354846,((L315:0.022127887195249718,(L329:0.019537984206686843,(L359:0.01487446801665826,(L395:0.011030217848252921,(L429:0.008468513489536145,(L485:0.0027552633651742875,L486:0.0027552633651742875):0.005713250124361881):0.0025617043587168003):0.0038442501684053665):0.0046635161900285705):0.0025899029885628946):0.03488726756572568,(L215:0.04783797010899038,(L217:0.047755794431009885,(L231:0.04392563015956638,(L247:0.0399569552816694,(L343:0.016799042399250397,(L449:0.005741996046828124,L450:0.005741996046828124):0.011057046352422299):0.023157912882419023):0.003968674877896992):0.0038301642714434975):0.000082175678):0.009177184651985018):0.00016223351257304072):0.02697071611338878):0.002318364553576144):0.006657076923135173):0.0024824434576592846):0.16058556736400806,(L17:0.2499568728723377,(L19:0.20797748881673989,(L21:0.20037885137035072,((L47:0.1556118000912494,((L373:0.012746483971084188,(L421:0.008841713786185867,L422:0.008841713786185867):0.003904770184898329):0.1396017317031319,(L53:0.15177290597002177,(L55:0.14797591420840717,(L57:0.143462373328848,(L59:0.14221005160983702,(L61:0.1411670965292459,(L63:0.1298053121161913,(L65:0.12940486100095405,(L69:0.1266527357303077,(L71:0.12570216390130176,(L73:0.12496134669378559,(L79:0.11822921428391572,(L85:0.11556157564620512,((L155:0.06895908447797627,((L477:0.0035571656563518905,(L481:0.0031147720570304793,(L483:0.0028989381406928083,L484:0.0028989381406928083):0.00021583391633764524):0.00044239359932142573):0.061332330775626706,(L177:0.06044058426594395,(L187:0.05847413779974778,(L223:0.04570851550450744,(L249:0.03964022474054599,(L263:0.0360467238281551,(L267:0.033873951133586544,(L351:0.0159286507633708,(L361:0.014870836488848349,(L447:0.005834693259798129,L448:0.005834693259798129):0.00903614322905021):0.0010578142745224508):0.01794530037021575):0.002172772694568551):0.0035935009123908754):0.006068290763961452):0.012765622295240326):0.0019664464661961634):0.004448912166034656):0.0040695880459976665):0.0421198021829602,(L91:0.11097450458714903,(L95:0.10794279897613218,(L103:0.09997268863014713,(L105:0.09886643174090809,(L107:0.09773583065625682,(L109:0.09751131477565397,(L119:0.09166838850541487,(L125:0.0890546510742247,(L137:0.07901643685840593,((L143:0.07448140468050174,(L169:0.0628336140713262,(L171:0.062049684072088884,((L401:0.010718887119966325,(L423:0.008700762418780872,L424:0.008700762418780872):0.0020181247011854656):0.015412366541206734,(L307:0.023422149617568833,(L341:0.016856820497030245,(L383:0.012490154429299793,(L385:0.012357939946114171,(L399:0.01076126936615801,(L403:0.010434310737047092,(L431:0.00829979943650605,(L453:0.00523302383349139,L454:0.00523302383349139):0.003066775603014674):0.002134511300541065):0.00032695862911091616):0.0015966705799561373):0.0001322144831856248):0.0043666660677304505):0.006565329120538601):0.002709104043604257):0.0359184304109158):0.0007839299992373217):0.011647790609175545):0.0017204375582711188,((L333:0.01877264303079934,(L367:0.014138934385990953,((L417:0.009243164852856367,(L475:0.0036134851224409736,(L497:0.001070011957330197,L498:0.001070011957330197):0.0025434731651107715):0.005629679730415411):0.00157606736235822,(L435:0.007981761647583685,(L445:0.006336439929279236,L446:0.006336439929279236):0.001645321718304462):0.0028374705676308793):0.0033197021707763916):0.004633708644808413):0.04235293340664456,(L197:0.05696843564687731,(L227:0.04564444626646222,(L255:0.036468004442971935,(L317:0.021605920411815416,(L411:0.009420140320643922,(L471:0.00370372073034686,L472:0.00370372073034686):0.0057164195902970885):0.012185780091171472):0.014862084031156504):0.009176441823490264):0.0113239893804151):0.004157140790566577):0.01507626580132894):0.002814594619633076):0.010038214215818774):0.0026137374311901726):0.005842926270239098):0.00022451588060284629):0.0011306010846512725):0.0011062568892390384):0.007970110345985057):0.0030317056110168348):0.00010438207378746577):0.00448268898526862):0.0026676386377106165):0.006732132409869851):0.0007408172075161821):0.0009505718290059283):0.002752125270646372):0.0004004511152372513):0.011361784413054568):0.0010429550805911418):0.00125232171901099):0.004513540879559157):0.0037969917616146034):0.0005753097041943134):0.0032635844170332984):0.04410282861386817,(L25:0.1992331213497206,(L27:0.19648406081156836,(L29:0.19640071204416984,((L113:0.09394398242789792,(L121:0.09076996149964234,(L131:0.08589143224883153,(L157:0.06740057401277971,(L165:0.06363753845786074,(L173:0.06133400021984334,(L179:0.06019350763237885,(L191:0.05750137331998409,(L203:0.05464505629049021,((L389:0.011868443777346083,(L413:0.009351134955907836,(L437:0.007574399158522704,(L467:0.0039080362373990485,(L479:0.003234220993704129,(L491:0.002320378441549087,L492:0.002320378441549087):0.000913842552155056):0.0006738152436949027):0.0036663629211236754):0.0017767357973851085):0.00251730882143824):0.03776850601371337,(L211:0.04914250665426767,(L221:0.046488867306733295,(L239:0.04206249371147697,(L243:0.0419591380319734,(L289:0.027058568471912126,(L311:0.022425102825678445,(L405:0.00993818861132234,(L439:0.007446184938007472,L440:0.007446184938007472):0.0024920036733148475):0.012486914214356102):0.00463346564623366):0.014900569560061265):0.00010335567950357278):0.004426373595256321):0.0026536393475343734):0.0004944431367917751):0.005008106499430762):0.0028563170294938866):0.0026921343123947642):0.0011404925874644789):0.002303538238017417):0.0037630355549189694):0.018490858236051802):0.0048785292508108135):0.003174020928255584):0.10070660742663202,(L33:0.1922501564630966,(L35:0.18507447965357054,(L37:0.18287812415907562,((L67:0.1267966994750727,(L77:0.11906617792025265,(L97:0.10563978221611595,(L115:0.09348397065687561,(L123:0.08946411819495126,(L135:0.08191697135393514,(L145:0.07172755375575052,(L147:0.07164933923702257,(L163:0.06406847528876769,(L167:0.06329977458069641,(L189:0.05781949401930611,(L199:0.05685425994371793,(L213:0.04823260480459146,(L229:0.04424595862615027,(L235:0.042922893377749044,(L253:0.036567923200835295,(L265:0.03590811179018527,(L279:0.030017786614799757,(L415:0.009313289345571851,(L427:0.008490563381759075,L428:0.008490563381759075):0.0008227259638127517):0.0207044972692279):0.005890325175385524):0.0006598114106500435):0.006354970176913754):0.0013230652484012239):0.003986646178441186):0.008621655139126473):0.0009652340755881712):0.0054802805613902985):0.0007687007080712837):0.007580863948254889):0.000078214519):0.010189417598184633):0.00754714684101611):0.004019852461924336):0.012155811559240327):0.013426395704136692):0.007730521554820038):0.0539962572885615,((L201:0.05517661283938205,(L219:0.04688757978200064,(L225:0.04565895149034643,((L261:0.036216659753384395,(L285:0.028126947927717583,(L287:0.027369406612298808,(L337:0.01750461900828343,(L463:0.004198131753748224,(L489:0.0024305057704840927,(L493:0.002186909565097983,L494:0.002186909565097983):0.0002435962053860849):0.001767625983264157):0.013306487254535178):0.009864787604015398):0.0007575413154187698):0.00808971182566679):0.006041514874793607,(L251:0.03824496381891049,(L259:0.03627199160041772,(L271:0.03277829349663003,(L295:0.025515181671408815,(L303:0.024331652475239385,(L391:0.011727461868133504,(L459:0.0044874004852468174,L460:0.0044874004852468174):0.007240061382886662):0.012604190607105891):0.0011835291961694258):0.0072631118252212):0.0034936981037876898):0.001972972218492748):0.004013210809267541):0.003400776862168426):0.0012286282916542058):0.0082890330573814):0.12536205598162,(L43:0.1675198567747667,(((L297:0.025437251660931415,(L301:0.024464658194244426,(L335:0.017641109329463778,(L461:0.004421998258180515,(L469:0.0038582718834710428,L470:0.0038582718834710428):0.0005637263747094661):0.01321911107128329):0.006823548864780651):0.0009725934666869699):0.05306146999906048,(L151:0.07005046366638484,(L183:0.05930722791602075,(L185:0.05902912460107548,(L207:0.05054359635122868,(L245:0.04113362699977405,(L275:0.030876289653393618,(L283:0.029314972808461626,(L291:0.026566056801520077,(L325:0.020129932142592233,(L327:0.0198795336873116,(L371:0.013780914098572905,L372:0.013780914098572905):0.006098619588738721):0.00025039845528063175):0.006436124658927825):0.0027489160069415655):0.0015613168449320099):0.010257337346380412):0.009409969351454628):0.008485528249846802):0.00027810331494526613):0.010743235750364084):0.008448257993607041):0.08236531836904622,((L353:0.015794138507679578,(L381:0.012491831146407673,(L387:0.012177102191668787,(L441:0.006954199313701004,L442:0.006954199313701004):0.005222902877967757):0.00031472895473887673):0.003302307361271925):0.1369214311275493,(L75:0.12313104712689985,(L81:0.11784999654241474,((L419:0.009030621472865652,(L457:0.00457279958438872,(L473:0.0036538651366094244,L474:0.0036538651366094244):0.0009189344477792967):0.004457821888476936):0.10705211119041078,(L87:0.11310408458020224,(((L349:0.016214685542801255,(L365:0.014573706106865758,L366:0.014573706106865758):0.0016409794359354738):0.014741441376928979,(L331:0.019019248010249346,(L347:0.016403932086132222,(L355:0.015215190487000929,(L357:0.014975530371704904,(L393:0.011067069854584832,(L443:0.006530073866826969,L444:0.006530073866826969):0.004536995987757873):0.003908460517120065):0.00023966011529600695):0.001188741599131291):0.0026153159241171326):0.011936878909480862):0.07747761777963624,(L99:0.10426017381411679,(L101:0.10334736232799996,(L127:0.08891992800457452,(L161:0.06413136072118888,(L181:0.059440516160621515,(L205:0.05073191519692752,(L233:0.04347417047670585,(L269:0.03295009191698439,(L407:0.009431436853636621,(L451:0.0056682697643161695,L452:0.0056682697643161695):0.0037631670893204586):0.0235186550633478):0.010524078559721463):0.007257744720221677):0.008708600963694005):0.004690844560567373):0.024788567283385632):0.014427434323425432):0.0009128114861168161):0.0041735708852496806):0.004670339880835802):0.0029786480830742124):0.001767263879138271):0.005281050584485112):0.029584522508329002):0.008148470393809289):0.006655816745728577):0.013018812046235367):0.00025428794263212515):0.002085167395441426):0.002196355494494923):0.007175676809526047):0.002400433391433357):0.001750122189639899):0.000083348767):0.00274906053815225):0.00048150735539693724):0.0006642226652331486):0.00759863744638918):0.04197938405559783):0.006234683812978165):0.0024132265771480642):0.0017970423651338112):0.005963131157150048):0.007630754931475828):0.008943851107369888):0.0007014767460458768):0.0036993503972282734);

02	02	250	1	1	11.2847	0.192694	0.385388	(L1:0.19269399507722432,(L3:0.190235315435714,(L5:0.1878167194958269,(L7:0.1797664123503586,((L29:0.11856751031193986,(L43:0.11177111457028856,(L57:0.101629886439968,(L71:0.09468348637825316,(L99:0.07486195799794135,(L113:0.0681321190695175,(L117:0.06556564672107382,(L121:0.06482009156562257,(L137:0.05946495041876321,(L141:0.05916851243875901,(L167:0.0513513788911622,(L223:0.03625020537217574,(L255:0.031042227302900294,(L267:0.030557374759172723,(L269:0.030328453761024637,(L283:0.026998665673179878,(L297:0.02523735961066395,(L333:0.0185416432425346,(L429:0.006349143313285677,(L447:0.004786833284468162,(L457:0.0037812389462213714,L458:0.0037812389462213714):0.0010055943382468017):0.0015623100288175227):0.012192499929248916):0.006695716368129342):0.0017613060625159228):0.0033297880878447603):0.00022892099814809073):0.000484852543727565):0.005207978069275452):0.015101173518986453):0.007817133547596805):0.0002964379800041912):0.005355141146859376):0.0007455551554512392):0.0025664723484436873):0.006729838928423855):0.019821528380311815):0.006946400061714839):0.010141228130320559):0.006796395741651311):0.0378192538120991,(((L25:0.12410219779352763,(L31:0.11779397330538044,(L35:0.11592699196937502,(L55:0.10309120297381492,((L209:0.0383727307142519,(L233:0.03531444825516905,((L393:0.010584270322545192,(L405:0.008833324324411473,(L413:0.008208456963671174,(L423:0.006763659875875461,(L439:0.005102735154340038,(L451:0.0042202106362640435,(L483:0.000909387461083988,(L485:0.0009075803661315329,L486:0.0009075803661315329):0.000001807095):0.003310823175180055):0.0008825245180759908):0.0016609247215354198):0.0014447970877956998):0.0006248673607402947):0.0017509459981337066):0.021629869852029422,((L371:0.013110403747804894,(L373:0.012950785244302487,L374:0.012950785244302487):0.00015961850350240523):0.017926679021354724,(L273:0.029099925226718254,(L277:0.028335587642650484,(L321:0.021169042623631534,(L383:0.011665393673325364,(L435:0.0054890250038258925,L436:0.0054890250038258925):0.006176368669499457):0.009503648950306174):0.00716654501901896):0.0007643375840677792):0.0019371575424413576):0.0011770574054149763):0.0031003080805944417):0.0030582824590828627):0.0627715187489483,(L61:0.09993949787001409,(L63:0.09929524920568757,(L65:0.09827464800993234,(L73:0.09362425355835481,(L79:0.08335625176369182,((L229:0.03567293706003241,(L237:0.03467246576262917,(L249:0.03259198261327262,(L261:0.030797235472537626,(L323:0.02071646019517165,(L329:0.018918553129770116,(L351:0.015497187087534475,(L379:0.01234402234586729,(L427:0.006519403821222014,L428:0.006519403821222014):0.005824618524645285):0.0031531647416671834):0.00342136604223564):0.0017979070654015213):0.010080775277365965):0.0017947471407350043):0.0020804831493565538):0.0010004712974032346):0.04577718411775059,(L101:0.07433398905699674,(L109:0.0701643706820784,(L115:0.06567116500018108,(L125:0.06390781891909603,(L151:0.05560473291291371,(L189:0.04489051606867356,(L221:0.03689844105572199,(L253:0.03107231087447121,(L271:0.029952133628853156,(L305:0.024251392037044683,(L403:0.00920839657811176,(L433:0.005806538457287458,(L443:0.005050053255059889,L444:0.005050053255059889):0.0007564852022275618):0.003401858120824292):0.015042995458932926):0.0057007415918084664):0.0011201772456180563):0.005826130181250773):0.007992075012951563):0.010714216844240142):0.008303086006182313):0.0017633460810850545):0.0044932056818973035):0.004169618374918342):0.00711613212078627):0.0019061305859088143):0.010268001794662989):0.004650394451577523):0.0010206011957552246):0.0006442486643265246):0.001204751593186115):0.0019469535106147154):0.012835788995560092):0.0018669813360054233):0.0063082244881471905):0.0173674412282254,(L19:0.1340169549852726,(L23:0.12637392615291104,(L33:0.11752796662569368,(L37:0.11563128976964286,(L41:0.1129312398386688,(L45:0.10897271764401324,(L47:0.10610339010990354,(L49:0.10558369323889105,(L67:0.09800183806039532,(L69:0.09503248373863395,(L77:0.08409834216094227,(L91:0.08061799838573057,((L131:0.06036938259899996,(L133:0.060018756426622244,(L157:0.05430930164502426,((L175:0.04970676725686074,(L183:0.046186330310754115,((L193:0.04379723566752719,(L197:0.04330224893665491,((L217:0.03711343226824268,(L239:0.033925617481737474,(L315:0.022333812183816942,(L327:0.020108144969976482,((L431:0.006244876610690953,(L461:0.0032825058718025657,(L471:0.0021509817026927613,(L495:0.00043869765213530587,L496:0.00043869765213530587):0.0017122840505574448):0.0011315241691098106):0.002962370738888392):0.007713980968675208,(L369:0.013172130171484386,L370:0.013172130171484386):0.0007867274078817697):0.006149287390610317):0.0022256672138404503):0.011591805297920518):0.00318781478650521):0.0009307594445148228,(L231:0.03556493022371543,(L353:0.015408140169380552,(L401:0.009532537407291625,(L425:0.006634254735084832,L426:0.006634254735084832):0.0028982826722068005):0.005875602762088929):0.02015679005433488):0.002479261489042071):0.005258057223897415):0.000494986730872293):0.0018754939058129912,(L187:0.04499185465190522,(L279:0.027350958357131472,(L299:0.024895829192889102,(L303:0.024306197413647923,(L343:0.016142117835858977,(L385:0.011391505991841605,(L445:0.004862097152292633,L446:0.004862097152292633):0.006529408839548968):0.004750611844017384):0.008164079577788946):0.0005896317792411707):0.002455129164242384):0.017640896294773757):0.0006808749214349527):0.000513600737413944):0.0035204369461066362):0.0025762037813541095,(L177:0.048486459860261844,(L179:0.04662208782125074,(L191:0.04444790220992184,(L309:0.0233159286105675,(L409:0.008337258472757403,(L411:0.008333729854919314,(L415:0.007850113190609381,(L441:0.005083967318056187,L442:0.005083967318056187):0.002766145872553188):0.0004836166643099434):0.000003528618):0.01497867013781009):0.02113197359935434):0.0021741856113288976):0.0018643720390111038):0.0037965111779530132):0.0020263306068093938):0.005709454781597992):0.0003506261723777221):0.01763854085197809,(L107:0.07229147879912164,(L199:0.04272806343537605,(L311:0.023133365188691968,(L345:0.015659998741947512,(L355:0.014677064589309674,(L419:0.00752634728715168,L420:0.00752634728715168):0.0071507173021580035):0.0009829341526378442):0.007473366446744465):0.019594698246684073):0.02956341536374559):0.005716444651856401):0.0026100749347525323):0.0034803437752117033):0.010934141577691677):0.0029693543217613775):0.007581855178495733):0.000519696871012489):0.002869327534109706):0.003958522194655563):0.0027000499309740565):0.0018966768560508187):0.008845959527217359):0.007643028832361595):0.0074526840364804205):0.010714369509939104,(L15:0.13769337570608683,((L103:0.07306892681688812,(L105:0.07238786770509559,(L123:0.0642407456106191,(L135:0.05976576694783167,(L147:0.05584670247359608,(L171:0.050714591538928905,(L207:0.03977518795116114,(L235:0.03492404874276292,(L313:0.022723427981819477,(L317:0.02204954933553288,(L325:0.020439848149045564,(L399:0.009651003029706756,(L467:0.0024947977909918206,(L479:0.0013411795564279572,L480:0.0013411795564279572):0.0011536182345638737):0.007156205238714941):0.010788845119338796):0.0016097011864873295):0.0006738786462865917):0.012200620760943448):0.004851139208398227):0.010939403587767774):0.005132110934667179):0.003919064474235605):0.004474978662787439):0.008147122094476496):0.0006810591117925287):0.06374408621381383,(L21:0.1338163195801437,((L111:0.06927576536058896,(L127:0.06380207889091055,(L153:0.055146043190660715,(L159:0.05410819979603948,(L163:0.05264913931727824,(L173:0.050055508183366015,(L215:0.03735968174928106,(L245:0.033501380310606343,((L335:0.01848116638533978,(L341:0.016808099020037465,(L359:0.01429948285999355,(L455:0.004001609399093303,(L469:0.002319216353198844,(L497:0.0003581900699037299,L498:0.0003581900699037299):0.0019610262832951042):0.0016823930458944583):0.010297873460900251):0.002508616160043914):0.0016730673653023026):0.008437420660539815,(L349:0.015588671622753042,(L357:0.01445765025857007,(L381:0.011928764391140129,(L407:0.008537545714806777,(L465:0.0025838674770053416,L466:0.0025838674770053416):0.005953678237801434):0.0033912186763333536):0.0025288858674299528):0.001131021364182981):0.011329915423126568):0.006582793264726736):0.003858301438674729):0.012695826434084968):0.002593631133912238):0.001459060478761236):0.0010378433946212243):0.008656035700249837):0.0054736864696784075):0.04941185579148091,(L39:0.11402155019967253,(L51:0.10455390334283682,((L213:0.03776746424441671,(L219:0.03703086016697271,(L243:0.03375283944272983,(L247:0.03314048779927137,(L387:0.011229444243249703,(L389:0.010692095975207039,(L417:0.007784900291625707,(L421:0.00689963873584723,(L449:0.0047694158824087285,L450:0.0047694158824087285):0.002130222853438511):0.0008852615557784682):0.00290719568358132):0.0005373482680426608):0.021911043556021654):0.0006123516434584539):0.0032780207242428683):0.0007366040774440012):0.06606811492980198,(L75:0.09199547680494866,(L81:0.08257487842776239,(L85:0.08122322636302941,(L87:0.08099510607580031,(L89:0.08076873507461305,(L93:0.07961148745955497,(L97:0.0772242804482642,(L119:0.06552216690197085,((L225:0.035956863416543944,(L291:0.026205718233274472,(L295:0.02534747243729793,(L391:0.010603314211082127,((L489:0.0006597442707184098,L490:0.0006597442707184098):0.0003305895300438912,L482:0.0009903338007622997):0.009612980410319834):0.014744158226215791):0.0008582457959765473):0.009751145183269482):0.02646889476425882,(L139:0.05929630101427985,((L477:0.0014416294086609382,(L491:0.0006270427402288725,L492:0.0006270427402288725):0.0008145866684320562):0.05770392250812136,(L145:0.05672596631843829,(L149:0.05562520406958929,((L161:0.0537974557216441,((L319:0.02124999382016557,(L337:0.0172079291618899,(L347:0.0156274748396715,(L361:0.014203570309884311,(L363:0.014064600922961412,(L367:0.01355947532222454,(L375:0.01292070441543372,(L397:0.009715488318928739,(L453:0.004103049000238362,(L487:0.0008966550611145818,L488:0.0008966550611145818):0.0032063939391237793):0.005612439318690374):0.003205216096504983):0.0006387709067908324):0.0005051256007368779):0.00013896938692289844):0.0014239045297871984):0.0015804543222184071):0.004042064658275659):0.03007692666073204,((L195:0.043682932816690834,(L203:0.04032161529747744,(L259:0.031010364867862655,(L263:0.03078935315569789,(L289:0.02622584224828467,(L307:0.023352553621524386,(L377:0.01292050892742233,(L437:0.005190354612445075,(L459:0.0033017145197773157,(L473:0.0019359622352155548,(L475:0.0016358915270145713,L476:0.0016358915270145713):0.00030007070820098006):0.001365752284561763):0.0018886400926677687):0.007730154314977262):0.010432044694102062):0.0028732886267602963):0.004563510907413211):0.00022101171216477698):0.009311250429614792):0.00336131751921341):0.0025297679379756074,(L201:0.041133045830508086,(L205:0.0401768404535843,(L241:0.03385537369699651,(L275:0.02834669779677071,(L287:0.026228788375624867,(L293:0.02597782324260517,(L331:0.018900258192684954,(L339:0.017089214453497065,(L395:0.00993355057034559,L396:0.00993355057034559):0.00715566388315148):0.0018110437391878971):0.007077565049920226):0.00025096513301969467):0.0021179094211458355):0.005508675900225804):0.006321466756587797):0.0009562053769237805):0.005079654924158343):0.005114219726231175):0.002470535240746508):0.0005149877876175095,(L227:0.03575857516749631,(L265:0.03064615526445527,(L281:0.027170613606532723,((L493:0.0005415346972570123,L494:0.0005415346972570123):0.0242282750480222,(L463:0.0026413183632032766,L464:0.0026413183632032766):0.022128491382075934):0.0024008038612535147):0.003475541657922536):0.005112419903041042):0.018553868341765322):0.001312760560327663):0.001100762248849002):0.002419585598344015):0.00015074909749753068):0.003129457166522913):0.0030964087211680954):0.011702113546293334):0.0023872070112907775):0.0011572476150580725):0.00022637100118726695):0.00022812028722910384):0.0013516520647329723):0.009420598377186274):0.01184010236927003):0.0007183241686181351):0.009467646856835706):0.004666070952397347):0.015128698428073824):0.0029966934505582603):0.000880362675384869):0.014490632825605318):0.0042027555923468225):0.023379648226319622):0.008050307145468328):0.0024185959398871078):0.002458679641510297);

