<Node object at 0x2ad8406d4510: '0.894' (None)>,38
<Node object at 0x2ad83ec0c210: '0.024' (None)>,1
<Node object at 0x2ad870636590: '0.909' (None)>,1
<Node object at 0x2ad8406afc90: '0.746' (None)>,38
<Node object at 0x2ad877298610: '0.722' (None)>,36
<Node object at 0x2ad845071890: '0.299' (None)>,1
<Node object at 0x2ad876ccf8d0: '0.000' (None)>,3
<Node object at 0x2ad83ca0bc90: '0.878' (None)>,155
<Node object at 0x2ad83e051850: '0.692' (None)>,4
<Node object at 0x2ad87458f2d0: '0.000' (None)>,3
<Node object at 0x2ad872864910: '0.836' (None)>,7
<Node object at 0x2ad8735d3f50: '0.970' (None)>,2
<Node object at 0x2ad82fdc6990: '0.000' (None)>,155
<Node object at 0x2ad86d3f79d0: '0.000' (None)>,448
<Node object at 0x2ad86fa3ab90: '0.765' (None)>,1
<Node object at 0x2ad8773aff10: '0.770' (None)>,33
<Node object at 0x2ad84603aed0: '0.454' (None)>,1
<Node object at 0x2ad8739bbad0: '0.867' (None)>,5
<Node object at 0x2ad8788b8c10: '0.042' (None)>,2
<Node object at 0x2ad840c2da90: '0.073' (None)>,15
<Node object at 0x2ad87617fbd0: '0.891' (None)>,82
<Node object at 0x2ad86f2e1c50: '0.849' (None)>,2
<Node object at 0x2ad872d53f90: '0.907' (None)>,1
<Node object at 0x2ad83dd74d10: '0.726' (None)>,1
<Node object at 0x2ad85a3bc250: '0.872' (None)>,1
<Node object at 0x2ad872f01650: '0.926' (None)>,6
<Node object at 0x2ad873204ed0: '0.788' (None)>,14
<Node object at 0x2ad836e2ab10: '0.799' (None)>,155
<Node object at 0x2ad8406d40d0: '0.742' (None)>,38
<Node object at 0x2ad85966dc50: '0.866' (None)>,1
<Node object at 0x2ad8405abc10: '0.358' (None)>,7
<Node object at 0x2ad87007a250: '0.000' (None)>,7
<Node object at 0x2ad84052b290: '0.875' (None)>,46
<Node object at 0x2ad87140d310: '0.709' (None)>,2
<Node object at 0x2ad8596be350: '0.000' (None)>,1
<Node object at 0x2ad8050ef390: '0.000' (None)>,613
<Node object at 0x2ad8719d1410: '0.817' (None)>,224
<Node object at 0x2ad86fc15510: '0.997' (None)>,1
<Node object at 0x2ad8739a4290: '0.917' (None)>,5
<Node object at 0x2ad892858150: '0.139' (None)>,4
<Node object at 0x2ad83e077590: '0.443' (None)>,2
<Node object at 0x2ad877eca610: '0.748' (None)>,18
<Node object at 0x2ad8407ec6d0: '0.621' (None)>,29
<Node object at 0x2ad878c7f790: '0.935' (None)>,1
<Node object at 0x2ad892020a90: '0.854' (None)>,1
<Node object at 0x2ad873a92850: '0.813' (None)>,1
<Node object at 0x2ad8780748d0: '1.000' (None)>,9
<Node object at 0x2ad870369a10: '0.824' (None)>,1
<Node object at 0x2ad877d1aa50: '0.792' (None)>,1
<Node object at 0x2ad82fdcba90: '0.709' (None)>,155
<Node object at 0x2ad83e6fcad0: '0.860' (None)>,144
<Node object at 0x2ad877dbc210: '0.701' (None)>,2
<Node object at 0x2ad87005eb50: '0.563' (None)>,2
<Node object at 0x2ad87640fb90: '0.913' (None)>,6
<Node object at 0x2ad876800b50: '0.885' (None)>,2
<Node object at 0x2ad8761c0bd0: '0.789' (None)>,79
<Node object at 0x2ad845071c10: '0.816' (None)>,1
<Node object at 0x2ad840f6ef10: '0.847' (None)>,3
<Node object at 0x2ad8788457d0: '0.866' (None)>,1
<Node object at 0x2ad875b04cd0: '0.798' (None)>,2
<Node object at 0x2ad8407902d0: '0.874' (None)>,29
<Node object at 0x2ad85a348dd0: '0.000' (None)>,1
<Node object at 0x2ad8732dbe90: '0.000' (None)>,11
<Node object at 0x2ad86eebdf10: '0.736' (None)>,23
<Node object at 0x2ad84468b490: '0.741' (None)>,2
<Node object at 0x2ad83e2135d0: '0.722' (None)>,2
<Node object at 0x2ad86f9a8510: '0.930' (None)>,1
<Node object at 0x2ad85a3c6110: '0.883' (None)>,1
<Node object at 0x2ad8724a8190: '0.628' (None)>,1
<Node object at 0x2ad83fb591d0: '0.841' (None)>,2
<Node object at 0x2ad871e3b250: '0.544' (None)>,15
<Node object at 0x2ad86e1ec290: '0.814' (None)>,446
<Node object at 0x2ad87729d2d0: '0.823' (None)>,36
<Node object at 0x2ad83ecd1e50: '0.858' (None)>,1
<Node object at 0x2ad892bb0390: '0.269' (None)>,3
<Node object at 0x2ad8453613d0: '0.815' (None)>,2
<Node object at 0x2ad8596c3450: '0.000' (None)>,1
<Node object at 0x2ad837ff4490: '0.382' (None)>,2
<Node object at 0x2ad8407254d0: '0.774' (None)>,2
<Node object at 0x2ad877dcc310: '0.804' (None)>,1
<Node object at 0x2ad83f638590: '0.998' (None)>,62
<Node object at 0x2ad87ad695d0: '0.626' (None)>,2
<Node object at 0x2ad8712af690: '0.849' (None)>,1
<Node object at 0x2ad871e7c690: '0.000' (None)>,2
<Node object at 0x2ad83f62d6d0: '0.898' (None)>,62
<Node object at 0x2ad84420f750: '0.850' (None)>,1
<Node object at 0x2ad89212f5d0: '0.000' (None)>,1
<Node object at 0x2ad83dd717d0: '0.769' (None)>,1
<Node object at 0x2ad83e222810: '0.862' (None)>,2
<Node object at 0x2ad86e053850: '0.583' (None)>,448
<Node object at 0x2ad844204890: '0.935' (None)>,2
<Node object at 0x2ad8745b58d0: '0.781' (None)>,3
<Node object at 0x2ad840f5db10: '0.872' (None)>,4
<Node object at 0x2ad840097950: '0.568' (None)>,1
<Node object at 0x2ad83f648990: '0.666' (None)>,4
<Node object at 0x2ad83bb5ba50: '0.000' (None)>,155
<Node object at 0x2ad87ad3dad0: '0.000' (None)>,2
<Node object at 0x2ad840e9fb50: '1.000' (None)>,2
<Node object at 0x2ad8728d0b90: '0.791' (None)>,6
<Node object at 0x2ad874be3c50: '0.778' (None)>,1
<Node object at 0x2ad876cc5cd0: '0.518' (None)>,3
<Node object at 0x2ad840b05190: '0.446' (None)>,1
<Node object at 0x2ad85a3bc350: '0.000' (None)>,1
<Node object at 0x2ad83fc3ae10: '0.856' (None)>,2
<Node object at 0x2ad838820090: '0.888' (None)>,6
<Node object at 0x2ad8449f4050: '0.842' (None)>,1
<Node object at 0x2ad87993ff90: '0.905' (None)>,1
<Node object at 0x2ad8444ce490: '0.567' (None)>,1
<Node object at 0x2ad845669190: '0.495' (None)>,1
<Node object at 0x2ad83f99a1d0: '0.872' (None)>,1
<Node object at 0x2ad83eb4b210: '0.856' (None)>,78
<Node object at 0x2ad83eb7c250: '0.279' (None)>,73
<Node object at 0x2ad86eead290: '0.805' (None)>,32
<Node object at 0x2ad87500f310: '0.834' (None)>,8
<Node object at 0x2ad83dd71390: '0.862' (None)>,1
<Node object at 0x2ad86f3223d0: '0.845' (None)>,2
<Node object at 0x2ad876184450: '0.873' (None)>,81
<Node object at 0x2ad876235490: '0.733' (None)>,1
<Node object at 0x2ad845517510: '0.000' (None)>,1
<Node object at 0x2ad837ff4390: '0.754' (None)>,2
<Node object at 0x2ad84072a5d0: '0.700' (None)>,1
<Node object at 0x2ad845b6e6d0: '0.752' (None)>,1
<Node object at 0x2ad84071f710: '0.771' (None)>,33
<Node object at 0x2ad875550750: '0.000' (None)>,8
<Node object at 0x2ad86e801790: '0.875' (None)>,1
<Node object at 0x2ad86fc05a10: '0.000' (None)>,1
<Node object at 0x2ad84d7b6550: '0.585' (None)>,1
<Node object at 0x2ad872e768d0: '0.822' (None)>,44
<Node object at 0x2ad875ea7910: '0.000' (None)>,1
<Node object at 0x2ad83e609990: '0.909' (None)>,144
<Node object at 0x2ad84603a9d0: '0.904' (None)>,1
<Node object at 0x2ad83e66ba10: '0.863' (None)>,144
<Node object at 0x2ad83d49ca50: '0.866' (None)>,1
<Node object at 0x2ad83ebe0b50: '0.000' (None)>,1
<Node object at 0x2ad83ed18c10: '0.757' (None)>,1
<Node object at 0x2ad8742c2bd0: '0.133' (None)>,10
<Node object at 0x2ad876d86cd0: '0.879' (None)>,3
<Node object at 0x2ad83e09c3d0: '0.766' (None)>,1
<Node object at 0x2ad894c99d90: '0.881' (None)>,1
<Node object at 0x2ad83f9fbe10: '0.914' (None)>,4
<Node object at 0x2ad83e9ace50: '0.457' (None)>,128
<Node object at 0x2ad83f642890: '0.039' (None)>,22
<Node object at 0x2ad8763bff10: '0.117' (None)>,9
<Node object at 0x2ad84675ab50: '0.880' (None)>,1
<Node object at 0x2ad8460d6d10: '0.853' (None)>,1
<Node object at 0x2ad83f166090: '0.788' (None)>,66
<Node object at 0x2ad8785970d0: '0.578' (None)>,2
<Node object at 0x2ad891ff64d0: '0.000' (None)>,1
<Node object at 0x2ad83f648110: '0.305' (None)>,3
<Node object at 0x2ad8798f9150: '0.288' (None)>,1
<Node object at 0x2ad8388aa190: '0.000' (None)>,5
<Node object at 0x2ad8778ccb50: '0.908' (None)>,1
<Node object at 0x2ad877ddb1d0: '0.705' (None)>,1
<Node object at 0x2ad87020c210: '0.610' (None)>,3
<Node object at 0x2ad84493d250: '0.788' (None)>,1
<Node object at 0x2ad86eb9a090: '0.000' (None)>,32
<Node object at 0x2ad872150310: '0.076' (None)>,1
<Node object at 0x2ad86d401350: '0.872' (None)>,448
<Node object at 0x2ad8411633d0: '0.756' (None)>,1
<Node object at 0x2ad87b245450: '0.000' (None)>,1
<Node object at 0x2ad8762f6490: '0.879' (None)>,1
<Node object at 0x2ad83eccc410: '0.000' (None)>,1
<Node object at 0x2ad85a31c610: '0.000' (None)>,1
<Node object at 0x2ad86e24d650: '0.472' (None)>,446
<Node object at 0x2ad878074850: '0.820' (None)>,9
<Node object at 0x2ad83f391750: '0.874' (None)>,2
<Node object at 0x2ad84d6c2790: '0.840' (None)>,1
<Node object at 0x2ad875ca4810: '0.915' (None)>,2
<Node object at 0x2ad86fa55850: '0.871' (None)>,1
<Node object at 0x2ad87045da50: '0.786' (None)>,1
<Node object at 0x2ad87618ea90: '1.000' (None)>,2
<Node object at 0x2ad84103fad0: '0.810' (None)>,1
<Node object at 0x2ad86e1f0b10: '0.819' (None)>,446
<Node object at 0x2ad83f6b0350: '0.000' (None)>,6
<Node object at 0x2ad874352b90: '0.848' (None)>,2
<Node object at 0x2ad875883bd0: '0.875' (None)>,1
<Node object at 0x2ad83eb65c50: '0.000' (None)>,78
<Node object at 0x2ad872047cd0: '0.578' (None)>,2
<Node object at 0x2ad844df6fd0: '0.397' (None)>,1
<Node object at 0x2ad874600450: '0.863' (None)>,3
<Node object at 0x2ad8921dad90: '0.035' (None)>,1
<Node object at 0x2ad890a0bdd0: '0.000' (None)>,1
<Node object at 0x2ad86f0bce10: '0.928' (None)>,410
<Node object at 0x2ad84101ee90: '0.733' (None)>,1
<Node object at 0x2ad86fc00f10: '0.522' (None)>,1
<Node object at 0x2ad83f97f290: '0.000' (None)>,1
<Node object at 0x2ad845331f50: '0.786' (None)>,3
<Node object at 0x2ad877ddb610: '0.285' (None)>,1
<Node object at 0x2ad878793fd0: '0.873' (None)>,3
<Node object at 0x2ad876435d50: '0.547' (None)>,6
<Node object at 0x2ad873a27090: '0.877' (None)>,2
<Node object at 0x2ad83e9d80d0: '0.842' (None)>,1
<Node object at 0x2ad878c89110: '0.210' (None)>,1
<Node object at 0x2ad83eb3a150: '0.693' (None)>,124
<Node object at 0x2ad86fbe6f10: '0.745' (None)>,180
<Node object at 0x2ad83f64d210: '0.725' (None)>,2
<Node object at 0x2ad8798fe250: '0.985' (None)>,1
<Node object at 0x2ad8712af290: '0.729' (None)>,1
<Node object at 0x2ad872c602d0: '0.573' (None)>,1
<Node object at 0x2ad87782c210: '0.905' (None)>,2
<Node object at 0x2ad877dc2350: '0.895' (None)>,1
<Node object at 0x2ad870073390: '0.842' (None)>,3
<Node object at 0x2ad8388db590: '0.812' (None)>,3
<Node object at 0x2ad871a55410: '0.770' (None)>,3
<Node object at 0x2ad8787a4310: '0.777' (None)>,3
<Node object at 0x2ad871e86450: '0.773' (None)>,2
<Node object at 0x2ad8460b7490: '0.137' (None)>,1
<Node object at 0x2ad8745f0490: '0.862' (None)>,3
<Node object at 0x2ad85a3ac5d0: '0.741' (None)>,1
<Node object at 0x2ad892cdd610: '0.792' (None)>,1
<Node object at 0x2ad876800710: '0.926' (None)>,2
<Node object at 0x2ad83e9d2750: '0.224' (None)>,1
<Node object at 0x2ad83f6347d0: '0.775' (None)>,62
<Node object at 0x2ad8921e5810: '0.950' (None)>,1
<Node object at 0x2ad875e96850: '0.000' (None)>,83
<Node object at 0x2ad891ff6550: '0.083' (None)>,1
<Node object at 0x2ad8745da950: '0.806' (None)>,3
<Node object at 0x2ad84678b990: '0.883' (None)>,1
<Node object at 0x2ad85a4f1950: '0.503' (None)>,1
<Node object at 0x2ad83fb9ea50: '0.227' (None)>,1
<Node object at 0x2ad87004fa90: '0.763' (None)>,5
<Node object at 0x2ad876800ad0: '0.881' (None)>,2
<Node object at 0x2ad840d31b10: '0.832' (None)>,2
<Node object at 0x2ad83d462b50: '0.858' (None)>,152
<Node object at 0x2ad8748c4bd0: '0.619' (None)>,1
<Node object at 0x2ad840175c10: '0.000' (None)>,1
<Node object at 0x2ad87b857c90: '1.000' (None)>,1
<Node object at 0x2ad85a388cd0: '0.793' (None)>,1
<Node object at 0x2ad83e7cb750: '0.744' (None)>,2
<Node object at 0x2ad8406e04d0: '0.773' (None)>,33
<Node object at 0x2ad870054350: '0.725' (None)>,3
<Node object at 0x2ad87001bd90: '0.798' (None)>,171
<Node object at 0x2ad8778ccdd0: '0.858' (None)>,1
<Node object at 0x2ad878bfde10: '0.220' (None)>,2
<Node object at 0x2ad87002ee50: '0.798' (None)>,171
<Node object at 0x2ad871a41f10: '0.792' (None)>,3
<Node object at 0x2ad8446bb950: '0.953' (None)>,2
<Node object at 0x2ad83e072f50: '0.904' (None)>,2
<Node object at 0x2ad8743520d0: '0.801' (None)>,8
<Node object at 0x2ad87004a110: '0.789' (None)>,2
<Node object at 0x2ad83e22c190: '0.833' (None)>,2
<Node object at 0x2ad876153590: '0.419' (None)>,82
<Node object at 0x2ad83eb25e50: '0.939' (None)>,124
<Node object at 0x2ad87618e210: '0.731' (None)>,2
<Node object at 0x2ad87003f250: '1.000' (None)>,171
<Node object at 0x2ad8322f0290: '0.921' (None)>,155
<Node object at 0x2ad8755653d0: '0.818' (None)>,1
<Node object at 0x2ad870416410: '0.894' (None)>,1
<Node object at 0x2ad83e047450: '0.921' (None)>,6
<Node object at 0x2ad878a63cd0: '0.875' (None)>,1
<Node object at 0x2ad83fa50510: '0.881' (None)>,4
<Node object at 0x2ad83ebbc590: '0.804' (None)>,1
<Node object at 0x2ad87129e610: '0.047' (None)>,1
<Node object at 0x2ad87004f650: '0.040' (None)>,9
<Node object at 0x2ad876800690: '0.577' (None)>,2
<Node object at 0x2ad82d9316d0: '0.000' (None)>,613
<Node object at 0x2ad872d48990: '0.606' (None)>,1
<Node object at 0x2ad890a62710: '0.872' (None)>,1
<Node object at 0x2ad86ff13750: '0.785' (None)>,174
<Node object at 0x2ad83e684cd0: '0.884' (None)>,144
<Node object at 0x2ad86fa44790: '0.327' (None)>,1
<Node object at 0x2ad8441ff110: '0.926' (None)>,2
<Node object at 0x2ad875b04d50: '0.787' (None)>,1
<Node object at 0x2ad85a388890: '0.784' (None)>,1
<Node object at 0x2ad8778b98d0: '0.825' (None)>,2
<Node object at 0x2ad83e0ac190: '0.785' (None)>,1
<Node object at 0x2ad892a9f490: '0.000' (None)>,4
<Node object at 0x2ad876444750: '0.552' (None)>,3
<Node object at 0x2ad875b92b10: '0.317' (None)>,1
<Node object at 0x2ad86ddbc510: '0.867' (None)>,448
<Node object at 0x2ad873094910: '0.795' (None)>,1
<Node object at 0x2ad83c99a550: '0.779' (None)>,155
<Node object at 0x2ad8713bc850: '0.805' (None)>,2
<Node object at 0x2ad86ddf2b10: '1.000' (None)>,448
<Node object at 0x2ad84d6a3b50: '0.000' (None)>,1
<Node object at 0x2ad8521290d0: '0.000' (None)>,1
<Node object at 0x2ad870054b90: '0.806' (None)>,2
<Node object at 0x2ad872936c10: '0.186' (None)>,2
<Node object at 0x2ad874ee7c50: '0.909' (None)>,8
<Node object at 0x2ad83ed18c90: '0.656' (None)>,1
<Node object at 0x2ad844f49cd0: '0.660' (None)>,1
<Node object at 0x2ad87007ad10: '0.820' (None)>,4
<Node object at 0x2ad8466c3b50: '0.821' (None)>,1
<Node object at 0x2ad86d3fc550: '0.515' (None)>,448
<Node object at 0x2ad86f65cd90: '0.000' (None)>,2
<Node object at 0x2ad84560ddd0: '0.846' (None)>,1
<Node object at 0x2ad8444efe50: '0.843' (None)>,1
<Node object at 0x2ad838885d50: '0.286' (None)>,5
<Node object at 0x2ad8701d1ed0: '0.878' (None)>,3
<Node object at 0x2ad892230b90: '0.765' (None)>,1
<Node object at 0x2ad86eb95fd0: '0.911' (None)>,32
<Node object at 0x2ad8408f8050: '0.170' (None)>,2
<Node object at 0x2ad8702a9090: '0.687' (None)>,2
<Node object at 0x2ad874dda0d0: '0.878' (None)>,1
<Node object at 0x2ad844a8b110: '0.799' (None)>,1
<Node object at 0x2ad83fb9e310: '0.733' (None)>,1
<Node object at 0x2ad83f63c150: '0.895' (None)>,3
<Node object at 0x2ad840fed190: '0.855' (None)>,1
<Node object at 0x2ad87129e1d0: '0.722' (None)>,1
<Node object at 0x2ad83e2cf210: '0.833' (None)>,2
<Node object at 0x2ad86fc00250: '0.853' (None)>,1
<Node object at 0x2ad874ab1290: '0.000' (None)>,22
<Node object at 0x2ad8446a63d0: '0.762' (None)>,2
<Node object at 0x2ad83d4d7410: '0.000' (None)>,1
<Node object at 0x2ad871908450: '0.625' (None)>,1
<Node object at 0x2ad838839490: '0.000' (None)>,6
<Node object at 0x2ad875aea4d0: '0.921' (None)>,3
<Node object at 0x2ad86f09b510: '0.221' (None)>,1
<Node object at 0x2ad895b60590: '0.000' (None)>,1
<Node object at 0x2ad872412b90: '0.894' (None)>,1
<Node object at 0x2ad873265c10: '0.615' (None)>,14
<Node object at 0x2ad878054750: '0.906' (None)>,5
<Node object at 0x2ad83f3b67d0: '0.746' (None)>,1
<Node object at 0x2ad892ce7810: '0.000' (None)>,1
<Node object at 0x2ad844998850: '0.865' (None)>,1
<Node object at 0x2ad8960c9890: '0.858' (None)>,1
<Node object at 0x2ad891945410: '0.854' (None)>,6
<Node object at 0x2ad83e077c90: '0.376' (None)>,1
<Node object at 0x2ad83f15c950: '0.746' (None)>,72
<Node object at 0x2ad86e24d990: '0.868' (None)>,446
<Node object at 0x2ad87858d990: '0.896' (None)>,2
<Node object at 0x2ad892d3e9d0: '0.887' (None)>,1
